January 1, 10
February 1, 10
March 1, 10
April 1, 10
May 1, 10
June 1, 10
July 1, 10
August 1, 10
September 1, 10
October 1, 10
November 1, 13
December 1, 14
January 2, 17
February 2, 17
March 2, 17
April 2, 17
May 2, 17
June 2, 17
July 2, 17
August 2, 19
September 2, 21
October 2, 23
November 2, 24
December 2, 24
January 3, 24
February 3, 24
March 3, 24
April 3, 24
May 3, 24
June 3, 28
July 3, 28
August 3, 31
September 3, 31
October 3, 31
November 3, 31
December 3, 31
January 4, 31
February 4, 31
March 4, 33
April 4, 33
May 4, 35
June 4, 35
July 4, 35
August 4, 35
September 4, 35
October 4, 35
November 4, 35
December 4, 36
January 5, 38
February 5, 40
March 5, 39
April 5, 39
May 5, 39
June 5, 39
July 5, 39
August 5, 39
September 5, 40
October 5, 40
November 5, 42
December 5, 42
January 6, 42
February 6, 42
March 6, 42
April 6, 42
May 6, 42
June 6, 42
July 6, 43
August 6, 44
September 6, 46
October 6, 46
November 6, 46
December 6, 46
January 7, 46
February 7, 46
March 7, 46
April 7, 47
May 7, 46
June 7, 48
July 7, 48
August 7, 48
September 7, 48
October 7, 48
November 7, 48
December 7, 48
January 8, 49
February 8, 49
March 8, 51
April 8, 51
May 8, 51
June 8, 51
July 8, 51
August 8, 51
September 8, 51
October 8, 52
November 8, 52
December 8, 54
January 9, 54
February 9, 54
March 9, 54
April 9, 54
May 9, 54
June 9, 54
July 9, 55
August 9, 55
September 9, 57
October 9, 57
November 9, 57
December 9, 56
January 10, 56
February 10, 56
March 10, 56
April 10, 57
May 10, 57
June 10, 56
July 10, 57
August 10, 57
September 10, 57
October 10, 57
November 10, 57
December 10, 57
January 11, 58
February 11, 58
March 11, 58
April 11, 59
May 11, 58
June 11, 58
July 11, 58
August 11, 57
September 11, 57
October 11, 58
November 11, 58
December 11, 58
January 12, 59
February 12, 59
March 12, 59
April 12, 59
May 12, 59
June 12, 59
July 12, 60
August 12, 60
September 12, 60
October 12, 61
November 12, 61
December 12, 61
January 13, 61
February 13, 61
March 13, 61
April 13, 62
May 13, 62
June 13, 62
July 13, 63
August 13, 63
September 13, 63
October 13, 63
November 13, 63
December 13, 63
January 14, 64
February 14, 64
March 14, 64
April 14, 63
May 14, 64
June 14, 64
July 14, 64
August 14, 64
September 14, 64
October 14, 65
November 14, 65
December 14, 65
January 15, 65
February 15, 65
March 15, 65
April 15, 65
May 15, 65
June 15, 65
July 15, 66
August 15, 66
September 15, 66
October 15, 66
November 15, 67
December 15, 67
January 16, 67
February 16, 67
March 16, 67
April 16, 68
May 16, 68
June 16, 68
July 16, 68
August 16, 69
September 16, 69
October 16, 69
November 16, 69
December 16, 69
January 17, 70
February 17, 70
March 17, 70
April 17, 70
May 17, 70
June 17, 70
July 17, 70
August 17, 70
September 17, 70
October 17, 71
November 17, 71
December 17, 71
January 18, 71
February 18, 71
March 18, 72
April 18, 73
May 18, 73
June 18, 75
July 18, 76
August 18, 76
September 18, 76
October 18, 76
November 18, 76
December 18, 79
January 19, 81
February 19, 81
March 19, 83
April 19, 85
May 19, 85
June 19, 85
July 19, 85
August 19, 85
September 19, 89
October 19, 89
November 19, 89
December 19, 91
January 20, 94
February 20, 94
March 20, 94
April 20, 94
May 20, 94
June 20, 98
July 20, 99
August 20, 100
September 20, 104
October 20, 106
November 20, 108
December 20, 108
January 21, 107
February 21, 107
March 21, 111
April 21, 112
May 21, 113
June 21, 117
July 21, 119
August 21, 123
September 21, 123
October 21, 123
November 21, 123
December 21, 124
January 22, 126
February 22, 127
March 22, 132
April 22, 135
May 22, 138
June 22, 138
July 22, 138
August 22, 138
September 22, 139
October 22, 142
November 22, 143
December 22, 145
January 23, 147
February 23, 151
March 23, 152
April 23, 151
May 23, 151
June 23, 152
July 23, 154
August 23, 154
September 23, 155
October 23, 158
November 23, 163
December 23, 164
January 24, 164
February 24, 163
March 24, 163
April 24, 165
May 24, 166
June 24, 168
July 24, 172
August 24, 178
September 24, 179
October 24, 179
November 24, 179
December 24, 179
January 25, 179
February 25, 180
March 25, 181
April 25, 187
May 25, 191
June 25, 193
July 25, 193
August 25, 193
September 25, 193
October 25, 194
November 25, 195
December 25, 195
January 26, 199
February 26, 204
March 26, 207
April 26, 207
May 26, 206
June 26, 206
July 26, 206
August 26, 208
September 26, 208
October 26, 213
November 26, 218
December 26, 221
January 27, 221
February 27, 221
March 27, 221
April 27, 221
May 27, 224
June 27, 224
July 27, 229
August 27, 233
September 27, 237
October 27, 237
November 27, 237
December 27, 237
January 28, 237
February 28, 240
March 28, 240
April 28, 243
May 28, 245
June 28, 251
July 28, 253
August 28, 253
September 28, 253
October 28, 253
November 28, 255
December 28, 257
January 29, 257
February 29, 260
March 29, 267
April 29, 269
May 29, 269
June 29, 269
July 29, 269
August 29, 269
September 29, 271
October 29, 272
November 29, 275
December 29, 280
January 30, 282
February 30, 282
March 30, 282
April 30, 281
May 30, 282
June 30, 284
July 30, 286
August 30, 290
September 30, 292
October 30, 298
November 30, 298
December 30, 297
January 31, 297
February 31, 297
March 31, 297
April 31, 298
May 31, 303
June 31, 305
July 31, 311
August 31, 311
September 31, 311
October 31, 310
November 31, 310
December 31, 311
January 32, 313
February 32, 317
March 32, 318
April 32, 322
May 32, 324
June 32, 323
July 32, 324
August 32, 324
September 32, 324
October 32, 325
November 32, 331
December 32, 334
January 33, 337
February 33, 338
March 33, 338
April 33, 339
May 33, 340
June 33, 339
July 33, 341
August 33, 345
September 33, 351
October 33, 352
November 33, 353
December 33, 354
January 34, 354
February 34, 355
March 34, 356
April 34, 357
May 34, 361
June 34, 368
July 34, 368
August 34, 371
September 34, 371
October 34, 371
November 34, 373
December 34, 374
January 35, 374
February 35, 378
March 35, 385
April 35, 386
May 35, 391
June 35, 393
July 35, 393
August 35, 395
September 35, 396
October 35, 396
November 35, 401
December 35, 409
January 36, 409
February 36, 413
March 36, 415
April 36, 416
May 36, 419
June 36, 416
July 36, 415
August 36, 417
September 36, 429
October 36, 430
November 36, 435
December 36, 437
January 37, 439
February 37, 444
March 37, 445
April 37, 445
May 37, 447
June 37, 455
July 37, 461
August 37, 466
September 37, 470
October 37, 476
November 37, 478
December 37, 480
January 38, 481
February 38, 481
March 38, 488
April 38, 494
May 38, 498
June 38, 504
July 38, 510
August 38, 512
September 38, 516
October 38, 518
November 38, 519
December 38, 523
January 39, 527
February 39, 534
March 39, 540
April 39, 547
May 39, 552
June 39, 556
July 39, 559
August 39, 559
September 39, 563
October 39, 567
November 39, 578
December 39, 581
January 40, 592
February 40, 597
March 40, 600
April 40, 605
May 40, 606
June 40, 608
July 40, 612
August 40, 621
September 40, 625
October 40, 637
November 40, 641
December 40, 648
January 41, 656
February 41, 658
March 41, 660
April 41, 665
May 41, 672
June 41, 677
July 41, 685
August 41, 692
September 41, 698
October 41, 707
November 41, 713
December 41, 712
January 42, 719
February 42, 723
March 42, 730
April 42, 739
May 42, 745
June 42, 751
July 42, 763
August 42, 767
September 42, 766
October 42, 772
November 42, 777
December 42, 778
January 43, 788
February 43, 797
March 43, 805
April 43, 818
May 43, 823
June 43, 826
July 43, 831
August 43, 834
September 43, 840
October 43, 848
November 43, 860
December 43, 866
January 44, 878
February 44, 888
March 44, 892
April 44, 894
May 44, 897
June 44, 904
July 44, 914
August 44, 923
September 44, 933
October 44, 945
November 44, 958
December 44, 963
January 45, 966
February 45, 968
March 45, 974
April 45, 983
May 45, 994
June 45, 1004
July 45, 1018
August 45, 1033
September 45, 1041
October 45, 1041
November 45, 1043
December 45, 1049
January 46, 1060
February 46, 1071
March 46, 1080
April 46, 1095
May 46, 1113
June 46, 1120
July 46, 1121
August 46, 1123
September 46, 1129
October 46, 1141
November 46, 1152
December 46, 1167
